State,District,Latitude,Longitude,District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,sex_ratio,literacy_rate
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,Uttaranchal,Udham Singh Nagar,1648902,858783,790119,1037839,598525,439314,1104452,372267,6064,162768,505,738,159,116576,254802,7883,28053,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,Uttaranchal,Uttarkashi,330086,168597,161489,215126,128237,86889,324859,3554,353,167,563,74,105,21374,52621,602,4104,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,West Bengal,Bankura,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,3865,386,260,2904,260694,45126,334670,4273,34128,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,West Bengal,Barddhaman,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,292585,1049943,32323,141387,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,West Bengal,Birbhum,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,10906,582,258,1152,6051,57010,333752,5210,39636,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,West Bengal,Dakshin Dinajpur,1676276,857199,819077,1083685,596474,487211,1232850,412788,24794,276,148,323,2786,37186,168069,2518,24318,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,West Bengal,Darjiling,1846823,937259,909564,1315585,717673,597912,1366681,105086,141848,2032,209240,1840,15523,141897,297176,10943,38065,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,West Bengal,Haora,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,325053,796953,30751,99261,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,West Bengal,Hugli,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,319815,965258,31725,118459,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,West Bengal,Jalpaiguri,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,138522,382500,9322,48818,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,West Bengal,Kolkata,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,623579,927602,136618,252644,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,West Bengal,Maldah,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,13209,747,359,639,7929,54213,297716,5357,63525,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,West Bengal,Murshidabad,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,92742,541169,7951,79729,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,West Bengal,Nadia,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,33835,849,514,281,16893,168314,623729,12787,77210,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,West Bengal,Puruliya,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,8646,622,209,3052,309029,30675,189889,3551,32862,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,West Bengal,Uttar Dinajpur,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,16702,477,432,1324,1622,39138,199307,2883,31210,94.0,50.0
